index_no,City_long,City_lat,long,lat,name,city,time_stamp,humidity,temperature,voc,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pressure
187815,-52.465278,-23.073056,-52.4331,-23.0578,Paranavai-IFPR,Paranavai,2024-03-24 21:00:00,52.983,87.651,94.81,3.924,3.967,3.881,5.32,5.394,5.246,6.468999999999999,6.519,6.419,
187815,-52.465278,-23.073056,-52.4331,-23.0578,Paranavai-IFPR,Paranavai,2024-03-25 21:00:00,46.686,90.744,102.621,5.143,5.234,5.052,6.8625,7.016,6.709,8.2325,8.323,8.142,
187815,-52.465278,-23.073056,-52.4331,-23.0578,Paranavai-IFPR,Paranavai,2024-03-22 21:00:00,45.964,84.989,74.808,0.4685,0.455,0.482,0.833,0.822,0.844,1.3595,1.333,1.386,
187815,-52.465278,-23.073056,-52.4331,-23.0578,Paranavai-IFPR,Paranavai,2024-03-27 21:00:00,57.716,82.863,74.944,7.1885,7.217,7.16,8.987,9.078,8.896,10.1185,10.194,10.043,
187815,-52.465278,-23.073056,-52.4331,-23.0578,Paranavai-IFPR,Paranavai,2024-03-26 21:00:00,49.412,87.989,98.701,3.8445,3.842,3.847,4.914,4.938,4.89,5.6805,5.666,5.695,
187815,-52.465278,-23.073056,-52.4331,-23.0578,Paranavai-IFPR,Paranavai,2024-03-23 21:00:00,52.931,82.781,63.288,0.451,0.442,0.46,0.755,0.756,0.754,1.2040000000000002,1.201,1.207,
