City_long,City_lat,city,pm1.0_atm,pm2.5_atm,pm10.0_atm,pressure,temperature,humidity,voc
-49.273056,-25.427778,Curitiba,7.371833333333334,10.353333333333332,11.605666666666666,,-37.82233333333334,49.364,96.134
-50.382778,-25.874167,Sao Mateus do Sul,6.78025,9.769,11.7375,,62.6965,50.6005,89.1515
-53.055,-26.081111,Francisco Beltrao,2.0995,2.8200000000000003,3.1195,,63.996,54.569,76.878
-54.093889,-25.295278,Medianeira,4.1235,5.193,5.627000000000001,,65.96,50.445,68.804
-54.588056,-25.547778,Foz do Iguacu,11.592,16.0535,19.274,,67.039,51.897,85.877
-54.056667,-24.556111,Marechal Candido Rondon,5.2445,7.029,7.984999999999999,,72.1765,42.48,84.54050000000001
-52.383056,-24.045556,Campo Mourao,2.4015,3.1670000000000003,3.68475,,61.325,50.192,76.4185
-52.465278,-23.073056,Paranavai,10.138,14.1025,16.019,,66.354,50.438,130.897
-50.161944,-25.095,Ponta Grossa,6.263,9.054,10.454,,68.068,46.713,85.847
-51.162778,-23.310278,Londrina,3.7075,4.932,5.4045000000000005,,64.004,54.54,78.069
-51.458056,-25.395278,Guarapuava,2.971956224350205,4.1430232558139535,4.565129958960329,904.0416689466484,57.99042407660739,57.103967168262656,138.251798679868
-49.273056,-25.427778,Curitiba,0.035,0.075,0.16,,-232.0,50.0,
-49.273056,-25.427778,Curitiba,0.275,0.5700000000000001,1.31,,67.0,70.0,93.35
-49.273056,-25.427778,Curitiba,0.48,0.62,0.76,,61.0,83.0,
-49.273056,-25.427778,Curitiba,0.055,0.145,0.145,,-232.0,49.0,
-49.273056,-25.427778,Curitiba,0.335,0.5549999999999999,1.23,,67.0,70.0,92.56
-49.273056,-25.427778,Curitiba,0.52,0.75,0.75,,61.0,83.0,
-49.273056,-25.427778,Curitiba,0.0,0.06,0.06,,-232.0,49.0,
-49.273056,-25.427778,Curitiba,0.06,0.32,0.835,,67.0,71.0,90.6
-49.273056,-25.427778,Curitiba,0.3,0.34,1.25,,61.0,83.0,
-49.273056,-25.427778,Curitiba,0.0,0.025,0.025,,-232.0,49.0,
-49.273056,-25.427778,Curitiba,0.05,0.3299999999999999,0.7250000000000001,,67.0,70.0,89.87
-49.273056,-25.427778,Curitiba,0.29,0.53,0.63,,61.0,83.0,
-49.273056,-25.427778,Curitiba,0.0,0.025,0.075,,-232.0,47.0,
-49.273056,-25.427778,Curitiba,0.0,0.2299999999999999,0.78,,67.0,70.0,89.45
-49.273056,-25.427778,Curitiba,0.26,0.54,0.65,,60.0,82.0,
-49.273056,-25.427778,Curitiba,0.0,0.0,0.02,,-232.0,49.0,
-49.273056,-25.427778,Curitiba,0.23,0.51,0.99,,67.0,71.0,88.96
-49.273056,-25.427778,Curitiba,0.25,0.59,0.59,,60.0,83.0,
-49.273056,-25.427778,Curitiba,0.0,0.0,0.205,,-232.0,49.0,
-49.273056,-25.427778,Curitiba,0.275,0.575,1.165,,67.0,70.0,88.16
-49.273056,-25.427778,Curitiba,0.5,0.81,0.98,,60.0,83.0,
-49.273056,-25.427778,Curitiba,0.095,0.17,0.28,,-232.0,50.0,
-49.273056,-25.427778,Curitiba,0.155,0.355,0.735,,67.0,70.0,87.88
-49.273056,-25.427778,Curitiba,0.33,0.45,0.45,,60.0,83.0,
-49.273056,-25.427778,Curitiba,0.13,0.13,0.13,,-232.0,49.0,
-49.273056,-25.427778,Curitiba,0.11,0.3199999999999999,0.905,,67.0,70.0,87.08
-49.273056,-25.427778,Curitiba,0.0,0.0,0.0,,60.0,83.0,
-49.273056,-25.427778,Curitiba,0.0,0.09,0.22,,-232.0,49.0,
-49.273056,-25.427778,Curitiba,0.095,0.4549999999999999,1.09,,67.0,70.0,86.14
-49.273056,-25.427778,Curitiba,0.17,0.26,0.26,,60.0,83.0,
-49.273056,-25.427778,Curitiba,0.05,0.065,0.12,,-232.0,50.0,
-49.273056,-25.427778,Curitiba,0.195,0.435,0.76,,66.0,70.0,85.42
-49.273056,-25.427778,Curitiba,1.02,1.725,1.825,,-232.0,48.0,
-49.273056,-25.427778,Curitiba,0.445,0.855,1.415,,67.0,71.0,83.61
-49.273056,-25.427778,Curitiba,0.0,0.07,0.14,,60.0,82.0,
