City_long,City_lat,city,pm1.0_atm,pm2.5_atm,pm10.0_atm,pressure,temperature,humidity,voc
-49.273056,-25.427778,Curitiba,17.555500000000002,23.801,26.27,,73.5395,56.0565,102.186
-48.991111,-24.657222,Adrianopolis,15.997,21.503,25.947000000000003,,72.112,66.944,
-50.382778,-25.874167,Sao Mateus do Sul,17.81625,24.865,28.95025,,72.935,54.7375,90.7505
-53.055,-26.081111,Francisco Beltrao,19.628,29.0145,33.989000000000004,,73.73,56.017,163.222
-54.093889,-25.295278,Medianeira,5.668,7.346999999999999,8.715,,85.254,33.998,83.66
-54.588056,-25.547778,Foz do Iguacu,8.5195,11.0355,12.7305,,83.639,44.903,73.843
-54.056667,-24.556111,Marechal Candido Rondon,7.9465,10.457249999999998,12.4775,,82.30449999999999,37.833,90.149
-52.383056,-24.045556,Campo Mourao,10.98125,13.56875,15.65025,,79.05,38.914,90.551
-52.465278,-23.073056,Paranavai,8.36,11.119,12.759,,84.855,33.004,156.648
-50.161944,-25.095,Ponta Grossa,16.7005,22.592,24.9115,,76.656,50.112,66.61
-51.162778,-23.310278,Londrina,8.649750000000001,11.6415,13.374,,87.1515,32.841,65.012
-51.458056,-25.395278,Guarapuava,10.018287671232876,13.346465753424658,14.898164383561644,903.6398356164384,78.4986301369863,43.83835616438356,121.62839869281046
-51.16277800000001,-23.310278000000007,,10.101256944444446,13.714416666666668,15.564604166666664,,80.91111111111111,41.60694444444445,74.4558888888889
