City_long,City_lat,city,pm1.0_atm,pm2.5_atm,pm10.0_atm,pressure,temperature,humidity,voc
-49.273056,-25.427778,Curitiba,4.107833333333334,5.841333333333334,6.568166666666667,,-29.41633333333333,59.297666666666665,100.269
-48.991111,-24.657222,Adrianopolis,0.7835,1.604,3.121,,77.652,62.591,
-50.382778,-25.874167,Sao Mateus do Sul,6.570500000000001,8.88825,10.03825,,76.803,58.7535,81.59100000000001
-53.055,-26.081111,Francisco Beltrao,7.6225,9.5295,10.335,,74.078,70.573,150.359
-54.093889,-25.295278,Medianeira,6.5635,8.2685,9.2045,,85.678,51.25,88.596
-54.588056,-25.547778,Foz do Iguacu,6.9485,8.860499999999998,9.8385,,85.374,56.368,78.003
-54.056667,-24.556111,Marechal Candido Rondon,4.6675,6.106999999999999,7.019,,80.5085,58.617,73.0875
-52.383056,-24.045556,Campo Mourao,3.532,4.41475,5.251,,80.679,54.433,95.845
-50.161944,-25.095,Ponta Grossa,2.4715,3.3245,3.8505,,75.629,63.579,77.914
-51.458056,-25.395278,Guarapuava,5.848987688098495,7.432216142270861,7.979863201094391,902.1681395348836,80.86456908344734,53.23939808481532,117.14882352941176
