City_long,City_lat,city,pm1.0_atm,pm2.5_atm,pm10.0_atm,pressure,temperature,humidity,voc
-49.273056,-25.427778,Curitiba,10.836833333333333,14.837666666666667,16.896833333333333,,-22.554666666666662,48.94833333333333,82.216
-48.991111,-24.657222,Adrianopolis,7.0795,9.7645,12.1945,,83.033,59.397,
-50.382778,-25.874167,Sao Mateus do Sul,5.72125,7.324,8.22775,,84.6935,51.773,78.00049999999999
-53.055,-26.081111,Francisco Beltrao,3.8565,4.894,5.568,,85.424,60.211,119.612
-54.588056,-25.547778,Foz do Iguacu,4.412,5.756,6.584,,93.894,46.803,69.188
-54.056667,-24.556111,Marechal Candido Rondon,4.48275,5.84375,6.792250000000001,,93.7975,46.182,83.8015
-52.383056,-24.045556,Campo Mourao,6.533,8.23075,9.65475,,90.353,46.4615,93.2465
-52.465278,-23.073056,Paranavai,2.452,3.3435,4.3575,,95.243,40.607,118.566
-50.161944,-25.095,Ponta Grossa,6.888,9.011,10.072,,84.123,52.432,76.816
-51.458056,-25.395278,Guarapuava,7.787882513661203,10.104713114754098,10.92457650273224,899.5277868852459,83.84836065573771,50.87568306010929,114.7408562197092
