City_long,City_lat,city,pm1.0_atm,pm2.5_atm,pm10.0_atm,pressure,temperature,humidity,voc
-49.273056,-25.427778,Curitiba,2.6005,3.55275,3.8865,919.5175,63.211,66.0415,74.801
-48.991111,-24.657222,Adrianopolis,0.4044999999999999,0.7110000000000001,1.169,1002.121,69.197,64.677,
-50.382778,-25.874167,Sao Mateus do Sul,8.61025,11.90075,13.58775,935.2695,68.7325,54.61,70.649
-53.055,-26.081111,Francisco Beltrao,10.770499999999998,14.182,15.2075,949.848,69.224,59.708,195.38
-54.093889,-25.295278,Medianeira,13.2345,17.404,18.4835,971.343,77.713,48.349,107.36
-54.588056,-25.547778,Foz do Iguacu,12.6445,16.360500000000002,17.884999999999998,999.245,76.749,51.862,75.712
-54.056667,-24.556111,Marechal Candido Rondon,183.86225,186.7,187.6645,972.2985,76.1885,48.623000000000005,69.2735
-52.383056,-24.045556,Campo Mourao,8.17525,10.12125,10.85075,953.718,70.483,52.477,72.4105
-52.465278,-23.073056,Paranavai,7.635,9.599,10.373,967.319,79.805,45.545,257.272
-50.161944,-25.095,Ponta Grossa,2.8965,3.85,4.111,919.804,68.654,57.605,68.293
-51.162778,-23.310278,Londrina,2.9175,3.98625,4.3885000000000005,957.644,74.5745,49.242,70.509
-51.458056,-25.395278,Guarapuava,8.664,12.129712328767123,13.28954794520548,907.2822739726028,65.45616438356164,58.87260273972603,160.06144694533762
