City_long,City_lat,city,pm1.0_atm,pm2.5_atm,pm10.0_atm,pressure,temperature,humidity,voc
-49.273056,-25.427778,Curitiba,6.8685,9.246166666666666,10.1465,,-24.08766666666666,56.50466666666667,92.102
-48.991111,-24.657222,Adrianopolis,3.3295,5.1485,7.0185,,84.504,62.499,
-50.382778,-25.874167,Sao Mateus do Sul,9.832,13.076,14.487749999999998,,84.5305,56.432,78.42949999999999
-53.055,-26.081111,Francisco Beltrao,13.9025,18.8545,23.5645,,85.319,61.637,156.035
-54.588056,-25.547778,Foz do Iguacu,11.7355,14.8935,16.4625,,93.633,52.77,86.092
-54.056667,-24.556111,Marechal Candido Rondon,5.5185,7.03425,7.9685,,95.0425,42.371,96.856
-52.383056,-24.045556,Campo Mourao,7.38925,8.928,10.19025,,88.232,47.606,79.316
-52.465278,-23.073056,Paranavai,6.723,8.7955,10.635000000000002,,95.338,39.746,179.247
-50.161944,-25.095,Ponta Grossa,10.2405,13.242,14.3495,,85.7,53.057,68.553
-51.458056,-25.395278,Guarapuava,12.888196721311475,17.150751366120218,18.964822404371585,899.1674863387977,82.59016393442623,57.23224043715847,117.59696284329564
