City_long,City_lat,city,pm1.0_atm,pm2.5_atm,pm10.0_atm,pressure,temperature,humidity,voc
-49.273056,-25.427778,Curitiba,11.481,14.90225,15.78125,,67.4445,67.66149999999999,77.838
-48.991111,-24.657222,Adrianopolis,3.434,4.628,5.2685,,71.347,65.385,
-50.382778,-25.874167,Sao Mateus do Sul,13.123,17.11,18.728,,71.288,60.649,73.955
-53.055,-26.081111,Francisco Beltrao,8.134,10.8155,11.547,,71.528,67.139,104.205
-54.093889,-25.295278,Medianeira,7.1355,9.3655,10.1385,,73.638,60.265,82.599
-54.588056,-25.547778,Foz do Iguacu,6.226,8.1155,9.1875,,73.56,56.045,75.158
-54.056667,-24.556111,Marechal Candido Rondon,7.79125,10.60625,11.4105,,71.388,63.488,81.3305
-52.383056,-24.045556,Campo Mourao,15.224,18.88775,20.646,,77.158,57.267,84.05
-52.465278,-23.073056,Paranavai,17.758,23.656,26.685,,79.239,56.537,123.607
-50.161944,-25.095,Ponta Grossa,12.038,16.581,17.5885,,67.594,69.137,76.403
-51.162778,-23.310278,Londrina,8.56625,11.78825,13.3905,,79.1255,53.5405,78.23949999999999
-51.458056,-25.395278,Guarapuava,5.776415868673051,7.315991792065663,7.728221614227086,902.1744186046512,72.56771545827634,62.83994528043775,169.76800324675324
-51.16277800000001,-23.310278000000007,,11.276,14.60526388888889,15.854145833333334,,82.77222222222223,50.57222222222222,67.63136111111112
