City_long,City_lat,city,pm1.0_atm,pm2.5_atm,pm10.0_atm,pressure,temperature,humidity,voc
-49.273056,-25.427778,Curitiba,9.513833333333332,12.615166666666669,13.655666666666669,,-24.137999999999995,50.31866666666667,101.514
-48.991111,-24.657222,Adrianopolis,5.9705,8.3595,10.6435,,85.441,56.201,
-50.382778,-25.874167,Sao Mateus do Sul,9.56875,11.98825,13.27225,,83.1735,52.755,81.8015
-53.055,-26.081111,Francisco Beltrao,7.7555,9.862,10.9445,,81.832,53.9,84.769
-54.588056,-25.547778,Foz do Iguacu,16.601,22.9655,26.4605,,91.363,49.458,85.176
-54.056667,-24.556111,Marechal Candido Rondon,9.578,12.408,13.781,,89.39,50.017,83.19200000000001
-52.383056,-24.045556,Campo Mourao,4.601,5.50725,6.3045,,83.7,52.6585,92.549
-52.465278,-23.073056,Paranavai,2.9485,3.811,4.504,,90.492,54.465,116.49
-50.161944,-25.095,Ponta Grossa,9.0625,11.2825,12.1575,,82.233,58.428,79.018
-51.458056,-25.395278,Guarapuava,18.07878248974008,26.251627906976744,31.09281805745554,900.9220656634748,82.85772913816689,43.80027359781122,132.4163071895425
