City_long,City_lat,city,pm1.0_atm,pm2.5_atm,pm10.0_atm,pressure,temperature,humidity,voc
-49.273056,-25.427778,Curitiba,11.35625,15.462,16.82,913.4865,64.8475,70.511,77.873
-48.991111,-24.657222,Adrianopolis,2.3815,3.8605,5.0875,995.603,67.012,73.031,
-50.382778,-25.874167,Sao Mateus do Sul,11.8585,16.0955,18.11525,929.0585,64.3035,61.3,72.82
-53.055,-26.081111,Francisco Beltrao,8.2105,11.2,11.8425,946.725,58.086,67.893,99.684
-54.093889,-25.295278,Medianeira,3.9625,5.2035,6.2435,970.5,59.462,63.293,84.473
-54.588056,-25.547778,Foz do Iguacu,9.132,11.767,12.661,999.929,60.808,59.018,73.738
-54.056667,-24.556111,Marechal Candido Rondon,8.0225,10.68075,12.34975,971.126,61.231,62.458,74.6465
-52.383056,-24.045556,Campo Mourao,11.25625,14.32525,15.25025,950.1825,64.2335,62.22,73.6885
-52.465278,-23.073056,Paranavai,11.978,15.836,16.747,965.595,68.003,67.189,155.522
-50.161944,-25.095,Ponta Grossa,8.486,10.8895,11.472,914.045,67.433,66.295,66.254
-51.162778,-23.310278,Londrina,11.22975,15.9785,17.171750000000003,953.343,71.059,63.767,70.264
-51.458056,-25.395278,Guarapuava,4.532945205479452,6.62,7.652013698630137,900.2276438356165,64.80410958904109,54.23424657534247,150.77790476190478
