City_long,City_lat,city,pm1.0_atm,pm2.5_atm,pm10.0_atm,pressure,temperature,humidity,voc
-49.273056,-25.427778,Curitiba,18.33225,25.861,29.7305,,61.5525,54.263000000000005,96.58
-48.991111,-24.657222,Adrianopolis,5.3025,6.9585,7.984500000000001,,64.901,61.435,
-50.382778,-25.874167,Sao Mateus do Sul,28.6735,41.7055,49.7525,,60.249,45.669,83.679
-53.055,-26.081111,Francisco Beltrao,7.6575,11.043500000000002,12.402,,60.329,46.114,110.238
-54.093889,-25.295278,Medianeira,5.984,8.0145,8.926,,69.822,36.427,89.187
-54.588056,-25.547778,Foz do Iguacu,12.0775,16.83,19.534,,64.797,46.004,89.141
-54.056667,-24.556111,Marechal Candido Rondon,6.516500000000001,9.107,10.7365,,71.053,32.9585,102.5225
-52.383056,-24.045556,Campo Mourao,7.45125,9.751,11.1895,,67.911,34.423,78.5535
-50.161944,-25.095,Ponta Grossa,11.0705,15.2365,16.732,,69.051,43.31,75.915
-51.162778,-23.310278,Londrina,7.2995,10.5975,13.008,,72.22,36.998,76.546
-51.458056,-25.395278,Guarapuava,13.645159090909091,21.020454545454545,24.460454545454542,903.5466136363636,67.34545454545454,29.39772727272728,186.1278016085791
